"","year","shower_name","active_start","peak_date","active_end","active_date_label","peak_date_label","zhr","intensity"
"1119",2093,"Eta Aquariids",2093-04-19,2093-05-06,2093-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1120",2093,"Geminids",2093-12-04,2093-12-14,2093-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1121",2093,"Leonids",2093-11-06,2093-11-17,2093-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1122",2093,"Lyrids",2093-04-15,2093-04-22,2093-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1123",2093,"Northern Taurids",2093-10-13,2093-11-12,2093-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1124",2093,"Orionids",2093-10-02,2093-10-22,2093-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1125",2093,"Perseids",2093-07-17,2093-08-12,2093-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1126",2093,"Quadrantids",2093-01-01,2093-01-03,2093-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1127",2093,"Southern Taurids",2093-09-23,2093-10-10,2093-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1128",2093,"Ursids",2093-12-17,2093-12-22,2093-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1129",2094,"Delta Aquariids",2094-07-12,2094-07-30,2094-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1130",2094,"Draconids",2094-10-06,2094-10-08,2094-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1131",2094,"Eta Aquariids",2094-04-19,2094-05-06,2094-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1132",2094,"Geminids",2094-12-04,2094-12-14,2094-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1133",2094,"Leonids",2094-11-06,2094-11-17,2094-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1134",2094,"Lyrids",2094-04-15,2094-04-22,2094-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1135",2094,"Northern Taurids",2094-10-13,2094-11-12,2094-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1136",2094,"Orionids",2094-10-02,2094-10-22,2094-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1137",2094,"Perseids",2094-07-17,2094-08-12,2094-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1138",2094,"Quadrantids",2094-01-01,2094-01-03,2094-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1139",2094,"Southern Taurids",2094-09-23,2094-10-10,2094-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1140",2094,"Ursids",2094-12-17,2094-12-22,2094-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1141",2095,"Delta Aquariids",2095-07-12,2095-07-30,2095-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1142",2095,"Draconids",2095-10-06,2095-10-08,2095-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1143",2095,"Eta Aquariids",2095-04-19,2095-05-06,2095-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1144",2095,"Geminids",2095-12-04,2095-12-14,2095-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1145",2095,"Leonids",2095-11-06,2095-11-17,2095-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1146",2095,"Lyrids",2095-04-15,2095-04-22,2095-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1147",2095,"Northern Taurids",2095-10-13,2095-11-12,2095-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1148",2095,"Orionids",2095-10-02,2095-10-22,2095-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1149",2095,"Perseids",2095-07-17,2095-08-12,2095-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1150",2095,"Quadrantids",2095-01-01,2095-01-03,2095-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1151",2095,"Southern Taurids",2095-09-23,2095-10-10,2095-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1152",2095,"Ursids",2095-12-17,2095-12-22,2095-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1153",2096,"Delta Aquariids",2096-07-12,2096-07-30,2096-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1154",2096,"Draconids",2096-10-06,2096-10-08,2096-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1155",2096,"Eta Aquariids",2096-04-19,2096-05-06,2096-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1156",2096,"Geminids",2096-12-04,2096-12-14,2096-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1157",2096,"Leonids",2096-11-06,2096-11-17,2096-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1158",2096,"Lyrids",2096-04-15,2096-04-22,2096-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1159",2096,"Northern Taurids",2096-10-13,2096-11-12,2096-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1160",2096,"Orionids",2096-10-02,2096-10-22,2096-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1161",2096,"Perseids",2096-07-17,2096-08-12,2096-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1162",2096,"Quadrantids",2096-01-01,2096-01-03,2096-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1163",2096,"Southern Taurids",2096-09-23,2096-10-10,2096-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1164",2096,"Ursids",2096-12-17,2096-12-22,2096-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1165",2097,"Delta Aquariids",2097-07-12,2097-07-30,2097-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1166",2097,"Draconids",2097-10-06,2097-10-08,2097-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1167",2097,"Eta Aquariids",2097-04-19,2097-05-06,2097-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1168",2097,"Geminids",2097-12-04,2097-12-14,2097-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1169",2097,"Leonids",2097-11-06,2097-11-17,2097-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1170",2097,"Lyrids",2097-04-15,2097-04-22,2097-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1171",2097,"Northern Taurids",2097-10-13,2097-11-12,2097-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1172",2097,"Orionids",2097-10-02,2097-10-22,2097-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1173",2097,"Perseids",2097-07-17,2097-08-12,2097-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1174",2097,"Quadrantids",2097-01-01,2097-01-03,2097-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1175",2097,"Southern Taurids",2097-09-23,2097-10-10,2097-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1176",2097,"Ursids",2097-12-17,2097-12-22,2097-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1177",2098,"Delta Aquariids",2098-07-12,2098-07-30,2098-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1178",2098,"Draconids",2098-10-06,2098-10-08,2098-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1179",2098,"Eta Aquariids",2098-04-19,2098-05-06,2098-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1180",2098,"Geminids",2098-12-04,2098-12-14,2098-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1181",2098,"Leonids",2098-11-06,2098-11-17,2098-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1182",2098,"Lyrids",2098-04-15,2098-04-22,2098-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1183",2098,"Northern Taurids",2098-10-13,2098-11-12,2098-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1184",2098,"Orionids",2098-10-02,2098-10-22,2098-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1185",2098,"Perseids",2098-07-17,2098-08-12,2098-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1186",2098,"Quadrantids",2098-01-01,2098-01-03,2098-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1187",2098,"Southern Taurids",2098-09-23,2098-10-10,2098-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1188",2098,"Ursids",2098-12-17,2098-12-22,2098-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1189",2099,"Delta Aquariids",2099-07-12,2099-07-30,2099-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1190",2099,"Draconids",2099-10-06,2099-10-08,2099-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1191",2099,"Eta Aquariids",2099-04-19,2099-05-06,2099-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1192",2099,"Geminids",2099-12-04,2099-12-14,2099-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1193",2099,"Leonids",2099-11-06,2099-11-17,2099-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1194",2099,"Lyrids",2099-04-15,2099-04-22,2099-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1195",2099,"Northern Taurids",2099-10-13,2099-11-12,2099-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1196",2099,"Orionids",2099-10-02,2099-10-22,2099-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1197",2099,"Perseids",2099-07-17,2099-08-12,2099-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1198",2099,"Quadrantids",2099-01-01,2099-01-03,2099-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1199",2099,"Southern Taurids",2099-09-23,2099-10-10,2099-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1200",2099,"Ursids",2099-12-17,2099-12-22,2099-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1201",2100,"Delta Aquariids",2100-07-12,2100-07-30,2100-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1202",2100,"Draconids",2100-10-06,2100-10-08,2100-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1203",2100,"Eta Aquariids",2100-04-19,2100-05-06,2100-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1204",2100,"Geminids",2100-12-04,2100-12-14,2100-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1205",2100,"Leonids",2100-11-06,2100-11-17,2100-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1206",2100,"Lyrids",2100-04-15,2100-04-22,2100-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1207",2100,"Northern Taurids",2100-10-13,2100-11-12,2100-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1208",2100,"Orionids",2100-10-02,2100-10-22,2100-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1209",2100,"Perseids",2100-07-17,2100-08-12,2100-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1210",2100,"Quadrantids",2100-01-01,2100-01-03,2100-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1211",2100,"Southern Taurids",2100-09-23,2100-10-10,2100-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1212",2100,"Ursids",2100-12-17,2100-12-22,2100-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
